card_file,card_role,column_order,column_name,category,model_origin,is_final_agent_contract,is_m1_standalone_evidence,usage_note
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,12,mahalanobis_score_ratio,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,13,anomaly_consensus_count,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,14,anomaly_criticality,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,15,anomaly_event_label,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,16,anomaly_evidence_event_label,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,17,anomaly_evidence_source,Anomaly evidence / M1 anomaly 모델,M1 anomaly 모델,N,N,정상 패턴 이탈 근거이며 단독 fault classifier가 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,18,risk_probability,Current-best risk 모델,current-best risk 모델 / score bridge,N,N,supervised risk 중심 근거
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,19,risk_score,Current-best risk 모델,current-best risk 모델 / score bridge,N,N,supervised risk 중심 근거
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,20,risk_level_calibrated,Current-best risk 모델,current-best risk 모델 / score bridge,N,N,supervised risk 중심 근거
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,21,predicted_lead_time_bucket,Current-best leadtime / crossing evidence,current-best leadtime 및 crossing 근거,N,N,긴급도와 시점 참고 근거이며 정확한 고장 시각 단정값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,22,leadtime_urgency_score,Current-best leadtime / crossing evidence,current-best leadtime 및 crossing 근거,N,N,긴급도와 시점 참고 근거이며 정확한 고장 시각 단정값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,23,current_best_priority_score,Current-best priority baseline,current-best priority engine 기준값,N,N,추적성과 hybrid 비교를 위해 보존한 기준 priority
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,24,current_best_priority_level,Current-best priority baseline,current-best priority engine 기준값,N,N,추적성과 hybrid 비교를 위해 보존한 기준 priority
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,25,priority_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,26,priority_level,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,27,priority_source,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,28,policy_version,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,29,current_best_weight,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,30,m1_specialist_weight,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,31,decision_basis,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,32,priority_high_label,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,33,m1_specialist_priority_score,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,34,m1_specialist_priority_level,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,35,m1_hybrid_priority_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,36,m1_hybrid_priority_level,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,37,m1_evidence_pre_event_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,38,m1_evidence_leadtime_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,39,m1_evidence_priority_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,40,m1_evidence_priority_level,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,41,m1_evidence_trigger,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,42,m1_risk_pre_event_priority_score,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,43,m1_risk_pre_event_priority_level,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,44,m1_risk_pre_event_trigger,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,45,m1_priority_agreement,최종 M1 Risk/pre-event gate priority contract,"최종 agent 계약 v4: restored Risk 0.78 OR pre-event 0.99, label-free gate",Y,N,agent UI/API가 정렬과 level 판단에 우선 사용하는 v4 필드; v3와 v2는 비교용으로 보존
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,46,m1_specialist_fault_probability,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,47,m1_specialist_task_probability,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,48,m1_specialist_activity_probability,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,49,m1_specialist_pre_event_probability,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,50,m1_specialist_primary_state,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,51,m1_specialist_secondary_tags,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,52,m1_specialist_fault_group,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,53,m1_specialist_group_weight,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,54,m1_specialist_gate_review_required,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,55,m1_specialist_gate_review_reasons,M1 specialist 단독 evidence / hybrid input,"M1 specialist 단독/병렬 근거, hybrid 입력",N,Y,M1-only 근거 branch이며 risk/leadtime 대체값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,56,shadow_priority_score,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,57,priority_policy_agreement,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,58,operational_label,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,59,primary_state,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,60,review_required,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,61,review_reasons,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,62,trust_level,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,63,first_crossing_time,Current-best leadtime / crossing evidence,current-best leadtime 및 crossing 근거,N,N,긴급도와 시점 참고 근거이며 정확한 고장 시각 단정값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,64,stable_crossing_time,Current-best leadtime / crossing evidence,current-best leadtime 및 crossing 근거,N,N,긴급도와 시점 참고 근거이며 정확한 고장 시각 단정값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,65,stable_crossing_lead_hours,Current-best leadtime / crossing evidence,current-best leadtime 및 crossing 근거,N,N,긴급도와 시점 참고 근거이며 정확한 고장 시각 단정값이 아님
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,66,why_reason,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent_priority_card.csv; output/agent/m1_agent_priority_card.csv,final_hybrid_agent_card,67,recommended_action,Agent 상태 / 설명 제어 / action,agent 설명 및 운영 정책 계층,N,N,"표시, review gating, 사유 문구, 권장 조치"
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,1,manufacturer,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,2,substation_id,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,3,window_start,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,4,window_end,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,5,label,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,6,fault_label,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,7,fault_event_id,M1 parallel key / validation labels,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,8,m1_specialist_model_scope,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,9,m1_specialist_compact_window_start,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,10,m1_specialist_compact_window_end,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,11,m1_specialist_sample_count,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,12,m1_specialist_expected_count,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,13,m1_specialist_coverage_rate,M1 compact window coverage,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,14,m1_specialist_fault_probability,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,15,m1_specialist_task_probability,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,16,m1_specialist_activity_probability,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,17,m1_specialist_pre_event_probability,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,18,m1_specialist_fault_prediction,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,19,m1_specialist_task_prediction,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,20,m1_specialist_activity_prediction,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,21,m1_specialist_pre_event_prediction,M1 gate probability / prediction,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,22,m1_specialist_primary_state,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,23,m1_specialist_secondary_tags,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,24,m1_specialist_fault_group,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,25,m1_specialist_group_weight,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,26,m1_specialist_leadtime_urgency,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,27,m1_specialist_priority_score,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,28,m1_specialist_gate_review_required,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
output/agent/m1_specialist_parallel_agent_card.csv,m1_specialist_parallel_card,29,m1_specialist_gate_review_reasons,M1 standalone priority / review evidence,M1 specialist 단독/병렬 모델,N,Y,M1-only 병렬 근거 card. 1252개 M1 범위를 보지만 최종 hybrid agent 계약은 아님
